DRPA0007	1	RPC Memory Write/Dump
DRPA0008	3	RPC IES MUX Parameters
DRPA0020	1	RPC IES subcomutation
DRPA0900	3	RPC HK Words
DRPA0901	3	RPC SVT1
DRPA0950	3	RPC SPECIAL
DSEA0001	1	SREM Accumulation HK Data
DSEA0002	1	SREM Accumulation Science Data
DSEA0003	1	SREM Total Dose Data
DSRA0001	3	OSIRIS Status1
DSRA0002	1	OSIRIS Status2
DSRA0003	1	OSIRIS NAC Status
DSRA0004	1	OSIRIS WAC Status
DSRA0005	3	OSIRIS PCM Status
DSRA0006	1	OSIRIS MCB Status
DSRA0008	1	OSIRIS external Interfaces
DSRA0009	1	OSIRIS Heaters
DSRA0010	1	OSIRIS UDP Housekeeping
DSRA0011	1	OSIRIS Thermal HK
DSRA0012	1	OSIRIS Service 19 HK
DSRA0013	3	OSIRIS NAC Analog Status
DSRA0014	3	OSIRIS WAC Analog Status
DSRA0020	1	OSIRIS UDP HK - System
DSRA0021	3	OSIRIS UDP HK - Demons and Memor
DSVA0001	1	PSS HK SID 1
DSVA0002	1	PSS HK SID 2
DSVA0003	1	PSS HK SID 3
DSYA0000	1	Overall System Status
DSYA0001	1	Safe Mode Check-out
DSYA0002	1	Set new SCET
DSYA0003	1	SGM Check-out
DSYA0004	1	Clocks Drift
DSYA0101	3	Avionics Statuses from SS-RTU
DSYA0102	3	Platform Statuses from SS-RTU
DSYA0103	3	Payload Statuses from PL-RTU
DSYA0110	1	Separation sequence
DSYA0111	1	Battery Discharge Alarm Status
DSYA0200	1	DSHM Entry OBCP Test
DSYA0201	1	DSHAP Test
DSYAX000	1	Launch Times Check-out
DTSA0001	3	TCS SS and PL LCL status
DTSA0002	3	SS LCL main STATUS
DTSA0003	3	SS LCL red STATUS
DTSA0004	3	PF LCL 1-32 main STATUS
DTSA0005	3	PF LCL 33-54 main STATUS
DTSA0006	3	PF LCL 1-32 red STATUS
DTSA0007	3	PF LCL 33-54 red STATUS
DTSA0008	3	HW LCLs status/current 1
DTSA0009	3	HW LCLs status/current 2
DTSA1001	3	SS SW HS for LCLs 18-19 and ther
DTSA1002	3	SS SW HS for LCLs 20-21 and ther
DTSA1003	3	PL SW HS for LCLs 43-44 and ther
DTSA1004	3	PL SW HS for LCLs 45-46 and ther
DTSA1005	3	SS SW HS for LCLs 15 to 17 and 2
DTSA1010	3	Datapool TCT lines 1-30
DTSA1011	3	Datapool TCT lines 31-48
DTSA2001	3	PF TMT table lines 1-30
DTSA2002	3	PF TMT table lines 31-60
DTSA2003	3	PF TMT table lines 61-90
DTSA2004	3	PF TMT table lines 91-120
DTSA2005	3	PF TMT table lines 121-150
DTSA2006	3	PL TMT table
DTSA2007	3	HW PL-PDU LCLs 5, 7, 8, 9
DTSA2008	3	HW PL-PDU LCLs 10,13,17,18,20
DTSA2009	3	HW PL-PDU LCLs 21,23,24
DTSA2010	3	HW PL-PDU LCLs 27,28,34 to 36
DTSA2011	3	HW PL-PDU LCLs 37,39,40
DTSA2012	3	HW PL-PDU LCLs 41,42,54
DTSA2013	3	HW/SW SS LCLs 15,16,17
DTSA2014	3	HW/SW SS LCLs 19,22
DTSA3001	3	TCS safe mode RTU A
DTSA3002	3	TCS safe mode RTU B
DTSA4001	3	Main TCT&TMT Table_Memory_Dump
DTSA4002	3	Redundant TCT&TMT Table_Memory_D
DTSA4003	3	Ram TCT&TMT Table_Memory_Dump
DTSA5000	1	RCS Tanks Temp Control
DTSA5001	3	RCS Thruster temperatures
DTSA5002	3	RCS Tanks and lines temperatures
DTSA5003	3	AOCS temperatures
DTSA5004	3	TTC, Power, Mechanisms, DMS temp
DTSA5005	3	Reaction Wheel Temps
DTSA5006	3	Payload temperatures
DTTA0001	3	TT&C Subsyst Stat
DTTA0002	3	Transponder 1 Stat
DTTA0003	3	Transponder 2 Stat
DTTA0004	1	USO Status
DTTA0005	1	TWTAs Status
DTTA0006	3	RFDU-WIU Status
DTTA0007	1	Antennas
DTTA0008	1	TTC Intercom Data Pool Group
DTTA0009	3	TTC Global Var/OBCP Event Param
DTTA0010	3	TT&C LEOP Status
DTTA0020	3	X-BAND STATUS
DTTA1000	3	TT&C S-Band Status
DTTA2000	3	TT&C X-Band Status
DTTA8000	3	DSH Exit TTC Verification
DTTA9002	1	RECEIVER 1 Status
DTTA9003	1	RECEIVER 2 Status
DTTA9006	3	RFDU-WIU Status
DVRA0001	1	VIRTIS ME Gen HK (SID1)
DVRA0002	1	VIRTIS ME M&H HK (SID2-3)
DVRA0003	1	VIRTIS M-VIS HK (SID4)
DVRA0004	3	VIRTIS M-IR HK (SID5)
DVRA0005	3	VIRTIS H HK (SID6)
DVRA0006	1	VIRTIS Main Electronics Status
DVRA0007	1	VIRTIS Coolers Status
DVRA0008	1	VIRTIS External Interfaces
DVRA0009	1	VIRTIS Thermal Configuration
DZDBINFO	1	Database information
TESTRTCO	1	RTCO Coefficient Packet
TESTTIME	1	Time Packet
DGSA7001	3	MISC Dyn TC Parameters
DGSA7002	3	MISC Dyn TM Parameters
